cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd
1970	2	340.19	0	340.19	1.65132e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3635###Urine_64_Top10_POS.mzXML:3459###	 	G1,G2,	545.5765	0.156270598642	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1970	2	1
1973	4	340.88	0	340.88	4.56493e+06	2	2	0	0	0	0	Urine_37_Top10_POS.mzXML:8050###Urine_37_Top10_POS.mzXML:8136###Urine_64_Top10_POS.mzXML:7539###Urine_64_Top10_POS.mzXML:7627###	 	G1,G2,	1252.92	8.97116863439	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1973	2	1
1974	2	341.047	0	341.047	1.71049e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4353###Urine_64_Top10_POS.mzXML:4161###	 	G1,G2,	642.8605	1.24662925523	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1974	2	1
1977	11	342.122	0	342.122	5.11343e+07	11	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1465###Urine_37_Top10_POS.mzXML:1526###Urine_37_Top10_POS.mzXML:1560###Urine_37_Top10_POS.mzXML:1577###Urine_37_Top10_POS.mzXML:1635###Urine_37_Top10_POS.mzXML:1694###Urine_37_Top10_POS.mzXML:1760###Urine_37_Top10_POS.mzXML:1902###Urine_37_Top10_POS.mzXML:1944###Urine_37_Top10_POS.mzXML:1947###Urine_37_Top10_POS.mzXML:2594###	 	G1,	293.733727273	44.6982200252	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1977	1	0
1979	2	343.11	0	343.11	2.67311e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3176###Urine_64_Top10_POS.mzXML:3021###	 	G1,G2,	484.869	1.29259119601	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1979	2	1
1981	2	344.06	0	344.06	621766	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:4935###Urine_37_Top10_POS.mzXML:5043###	 	G1,	734.5075	11.2592612768	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1981	1	0
1982	2	344.152	0	344.152	2.50477e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:4023###Urine_37_Top10_POS.mzXML:4418###	 	G1,	623.9845	38.3301372878	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1982	1	0
1984	10	344.213	0	344.213	2.01155e+07	7	3	0	0	0	0	Urine_37_Top10_POS.mzXML:1872###Urine_37_Top10_POS.mzXML:1985###Urine_37_Top10_POS.mzXML:2088###Urine_37_Top10_POS.mzXML:2209###Urine_37_Top10_POS.mzXML:2765###Urine_37_Top10_POS.mzXML:2885###Urine_37_Top10_POS.mzXML:3007###Urine_64_Top10_POS.mzXML:1670###Urine_64_Top10_POS.mzXML:1787###Urine_64_Top10_POS.mzXML:2744###	 	G1,G2,	371.5112	66.3254993126	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1984	2	1
1985	10	345.057	0	345.057	7.94979e+08	4	6	0	0	0	0	Urine_37_Top10_POS.mzXML:3153###Urine_37_Top10_POS.mzXML:3272###Urine_37_Top10_POS.mzXML:3391###Urine_37_Top10_POS.mzXML:3513###Urine_64_Top10_POS.mzXML:2887###Urine_64_Top10_POS.mzXML:3003###Urine_64_Top10_POS.mzXML:3117###Urine_64_Top10_POS.mzXML:3219###Urine_64_Top10_POS.mzXML:3237###Urine_64_Top10_POS.mzXML:3355###	 	G1,G2,	502.6636	20.979158246	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1985	2	1
1989	4	346.048	0	346.048	5.46855e+06	4	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1333###Urine_37_Top10_POS.mzXML:1413###Urine_37_Top10_POS.mzXML:1443###Urine_37_Top10_POS.mzXML:1521###	 	G1,	242.63125	11.5470348972	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1989	1	0
1990	9	346.149	0	346.149	4.21756e+07	9	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1622###Urine_37_Top10_POS.mzXML:1735###Urine_37_Top10_POS.mzXML:1754###Urine_37_Top10_POS.mzXML:1851###Urine_37_Top10_POS.mzXML:1874###Urine_37_Top10_POS.mzXML:1973###Urine_37_Top10_POS.mzXML:2094###Urine_37_Top10_POS.mzXML:2218###Urine_37_Top10_POS.mzXML:2340###	 	G1,	316.122888889	33.0410886225	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1990	1	0
1992	2	346.222	0	346.222	5.11027e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:2884###Urine_64_Top10_POS.mzXML:1633###	 	G1,G2,	368.554	108.078443077	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1992	2	1
1993	2	346.23	0	346.23	1.41155e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3520###Urine_64_Top10_POS.mzXML:3382###	 	G1,G2,	532.138	3.7886781336	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1993	2	1
1994	2	347.181	0	347.181	2.46925e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1821###Urine_37_Top10_POS.mzXML:1857###	 	G1,	302.3195	3.5178562364	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1994	1	0
1995	2	347.22	0	347.22	703560	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:5870###Urine_64_Top10_POS.mzXML:1219###	 	G1,G2,	548.346	449.428584841	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=1995	2	0
2004	7	350.085	0	350.085	3.02647e+07	3	4	0	0	0	0	Urine_37_Top10_POS.mzXML:2937###Urine_37_Top10_POS.mzXML:3266###Urine_37_Top10_POS.mzXML:3393###Urine_64_Top10_POS.mzXML:2974###Urine_64_Top10_POS.mzXML:3087###Urine_64_Top10_POS.mzXML:3206###Urine_64_Top10_POS.mzXML:3333###	 	G1,G2,	496.108142857	24.9284749395	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2004	2	0
2007	6	351.117	0	351.117	9.38176e+06	3	3	0	0	0	0	Urine_37_Top10_POS.mzXML:3836###Urine_37_Top10_POS.mzXML:3953###Urine_37_Top10_POS.mzXML:4044###Urine_64_Top10_POS.mzXML:3571###Urine_64_Top10_POS.mzXML:3686###Urine_64_Top10_POS.mzXML:3797###	 	G1,G2,	581.445666667	14.4001141477	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2007	2	1
2023	2	353.072	0	353.072	845808	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4662###Urine_64_Top10_POS.mzXML:4482###	 	G1,G2,	688.593	3.01510331498	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2023	2	1
2025	2	353.134	0	353.134	9.64658e+06	0	2	0	0	0	0	Urine_64_Top10_POS.mzXML:3822###Urine_64_Top10_POS.mzXML:3936###	 	G2,	603.6135	11.4006826331	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2025	1	1
2026	4	354.081	0	354.081	1.78218e+06	2	2	0	0	0	0	Urine_37_Top10_POS.mzXML:1267###Urine_37_Top10_POS.mzXML:1320###Urine_64_Top10_POS.mzXML:1136###Urine_64_Top10_POS.mzXML:1233###	 	G1,G2,	223.7775	7.29343917504	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2026	2	0
2027	2	354.201	0	354.201	1.31178e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3651###Urine_64_Top10_POS.mzXML:3414###	 	G1,G2,	543.4865	5.79756849895	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2027	2	1
2029	2	356.228	0	356.228	3.30051e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1554###Urine_37_Top10_POS.mzXML:1663###	 	G1,	269.316	11.3971470992	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2029	1	1
2030	5	356.24	0	356.24	1.28628e+07	5	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1727###Urine_37_Top10_POS.mzXML:1933###Urine_37_Top10_POS.mzXML:2065###Urine_37_Top10_POS.mzXML:2211###Urine_37_Top10_POS.mzXML:2604###	 	G1,	339.4784	45.5110575937	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2030	1	1
2031	3	357.05	0	357.05	2.07619e+06	2	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4420###Urine_37_Top10_POS.mzXML:4535###Urine_64_Top10_POS.mzXML:4214###	 	G1,G2,	656.940333333	9.57632833258	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2031	2	1
2032	6	357.249	0	357.249	2.17474e+07	3	3	0	0	0	0	Urine_37_Top10_POS.mzXML:5552###Urine_37_Top10_POS.mzXML:5656###Urine_37_Top10_POS.mzXML:5774###Urine_64_Top10_POS.mzXML:3714###Urine_64_Top10_POS.mzXML:5300###Urine_64_Top10_POS.mzXML:5395###	 	G1,G2,	792.133833333	104.375113717	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2032	2	0
2034	3	358.112	0	358.112	4.65289e+06	0	3	0	0	0	0	Urine_64_Top10_POS.mzXML:2681###Urine_64_Top10_POS.mzXML:2800###Urine_64_Top10_POS.mzXML:2918###	 	G2,	455.549666667	16.2068240051	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2034	1	0
2036	2	358.17	0	358.17	2.14835e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4046###Urine_64_Top10_POS.mzXML:3821###	 	G1,G2,	597.842	3.43795317013	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2036	2	0
2037	6	358.253	0	358.253	1.57538e+07	6	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1723###Urine_37_Top10_POS.mzXML:1771###Urine_37_Top10_POS.mzXML:1845###Urine_37_Top10_POS.mzXML:1962###Urine_37_Top10_POS.mzXML:2189###Urine_37_Top10_POS.mzXML:2603###	 	G1,	326.653166667	45.9776745494	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2037	1	1
2039	2	358.904	0	358.904	602211	0	2	0	0	0	0	Urine_64_Top10_POS.mzXML:7600###Urine_64_Top10_POS.mzXML:7619###	 	G2,	1257.245	2.22738636074	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2039	1	1
2040	5	359.123	0	359.123	3.88407e+06	0	5	0	0	0	0	Urine_64_Top10_POS.mzXML:1656###Urine_64_Top10_POS.mzXML:1799###Urine_64_Top10_POS.mzXML:1919###Urine_64_Top10_POS.mzXML:2042###Urine_64_Top10_POS.mzXML:2195###	 	G2,	333.1322	29.5538889776	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2040	1	1
2042	7	360.111	0	360.111	7.48501e+06	4	3	0	0	0	0	Urine_37_Top10_POS.mzXML:4273###Urine_37_Top10_POS.mzXML:4397###Urine_37_Top10_POS.mzXML:4406###Urine_37_Top10_POS.mzXML:4514###Urine_64_Top10_POS.mzXML:4072###Urine_64_Top10_POS.mzXML:4220###Urine_64_Top10_POS.mzXML:4330###	 	G1,G2,	649.323285714	14.6482751853	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2042	2	0
2044	8	360.101	0	360.101	5.76879e+07	8	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1520###Urine_37_Top10_POS.mzXML:1630###Urine_37_Top10_POS.mzXML:1747###Urine_37_Top10_POS.mzXML:1865###Urine_37_Top10_POS.mzXML:1989###Urine_37_Top10_POS.mzXML:2109###Urine_37_Top10_POS.mzXML:2332###Urine_37_Top10_POS.mzXML:2449###	 	G1,	317.90125	45.9099021991	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2044	1	0
2052	2	362.181	0	362.181	1.47004e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:1477###Urine_64_Top10_POS.mzXML:1371###	 	G1,G2,	251.815	2.5370991309	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2052	2	1
2055	4	364.197	0	364.197	3.08865e+06	3	1	0	0	0	0	Urine_37_Top10_POS.mzXML:1434###Urine_37_Top10_POS.mzXML:1753###Urine_37_Top10_POS.mzXML:1921###Urine_64_Top10_POS.mzXML:1584###	 	G1,G2,	283.30075	29.1845586041	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2055	2	1
2060	2	365.172	0	365.172	2.04868e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3758###Urine_64_Top10_POS.mzXML:3544###	 	G1,G2,	559.476	2.94156420974	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2060	2	1
2061	3	366.06	0	366.06	4.43125e+06	1	2	0	0	0	0	Urine_37_Top10_POS.mzXML:3358###Urine_64_Top10_POS.mzXML:3140###Urine_64_Top10_POS.mzXML:3255###	 	G1,G2,	509.005	7.83005408666	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2061	2	0
2062	2	366.06	0	366.06	1.84577e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1266###Urine_37_Top10_POS.mzXML:1378###	 	G1,	226.8135	12.0229366005	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2062	1	0
2063	3	366.188	0	366.188	1.89813e+06	2	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3232###Urine_37_Top10_POS.mzXML:3649###Urine_64_Top10_POS.mzXML:3435###	 	G1,G2,	527.064333333	30.8814342337	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2063	2	1
2068	3	367.15	0	367.15	5.33587e+06	2	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4276###Urine_37_Top10_POS.mzXML:4391###Urine_64_Top10_POS.mzXML:4103###	 	G1,G2,	638.118333333	8.29516511791	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2068	2	1
2069	2	368.06	0	368.06	1.14107e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1241###Urine_37_Top10_POS.mzXML:1273###	 	G1,	216.9765	3.36653538523	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2069	1	0
2073	4	369.129	0	369.129	1.0376e+07	2	2	0	0	0	0	Urine_37_Top10_POS.mzXML:2948###Urine_37_Top10_POS.mzXML:3072###Urine_64_Top10_POS.mzXML:2747###Urine_64_Top10_POS.mzXML:2871###	 	G1,G2,	459.439	10.1869707306	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2073	2	1
2074	2	369.25	0	369.25	1.14608e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:5591###Urine_37_Top10_POS.mzXML:5696###	 	G1,	833.6005	10.9863180593	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2074	1	0
2075	4	370.147	0	370.147	2.83215e+06	4	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1300###Urine_37_Top10_POS.mzXML:1412###Urine_37_Top10_POS.mzXML:1481###Urine_37_Top10_POS.mzXML:1587###	 	G1,	245.16075	17.9572570544	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2075	1	0
2076	2	370.099	0	370.099	1.2596e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4647###Urine_64_Top10_POS.mzXML:4461###	 	G1,G2,	686.024	2.42961890016	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2076	2	0
2077	11	370.75	0	370.75	4.96184e+06	11	0	0	0	0	0	Urine_37_Top10_POS.mzXML:39###Urine_37_Top10_POS.mzXML:127###Urine_37_Top10_POS.mzXML:315###Urine_37_Top10_POS.mzXML:500###Urine_37_Top10_POS.mzXML:595###Urine_37_Top10_POS.mzXML:8379###Urine_37_Top10_POS.mzXML:8478###Urine_37_Top10_POS.mzXML:8579###Urine_37_Top10_POS.mzXML:8722###Urine_37_Top10_POS.mzXML:8822###Urine_37_Top10_POS.mzXML:9091###	 	G1,	765.339139091	681.934206899	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2077	1	1
2078	2	371.168	0	371.168	3.39662e+06	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3122###Urine_64_Top10_POS.mzXML:2977###	 	G1,G2,	478.1935	1.85615530061	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2078	2	1
2079	2	372.091	0	372.091	3.35009e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:3561###Urine_37_Top10_POS.mzXML:3678###	 	G1,	543.3325	11.4416948264	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2079	1	0
2080	4	372.195	0	372.195	4.97075e+06	4	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1682###Urine_37_Top10_POS.mzXML:1755###Urine_37_Top10_POS.mzXML:1876###Urine_37_Top10_POS.mzXML:2924###	 	G1,	332.07375	79.6135558825	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2080	1	1
2087	3	374.13	0	374.13	2.27188e+06	2	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4221###Urine_37_Top10_POS.mzXML:4336###Urine_64_Top10_POS.mzXML:4098###	 	G1,G2,	632.708666667	8.1068705635	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2087	2	0
2088	2	375.052	0	375.052	908363	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4669###Urine_64_Top10_POS.mzXML:4495###	 	G1,G2,	690.1365	3.65079231127	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2088	2	1
2090	11	375.14	0	375.14	4.60924e+07	4	7	0	0	0	0	Urine_37_Top10_POS.mzXML:2783###Urine_37_Top10_POS.mzXML:2910###Urine_37_Top10_POS.mzXML:3031###Urine_37_Top10_POS.mzXML:3150###Urine_64_Top10_POS.mzXML:2217###Urine_64_Top10_POS.mzXML:2337###Urine_64_Top10_POS.mzXML:2537###Urine_64_Top10_POS.mzXML:2651###Urine_64_Top10_POS.mzXML:2772###Urine_64_Top10_POS.mzXML:2893###Urine_64_Top10_POS.mzXML:3022###	 	G1,G2,	441.233090909	35.2576442816	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2090	2	1
2091	2	375.224	0	375.224	774936	1	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4815###Urine_64_Top10_POS.mzXML:4629###	 	G1,G2,	711.021	2.73791745675	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2091	2	0
2093	3	376.122	0	376.122	2.16649e+06	2	1	0	0	0	0	Urine_37_Top10_POS.mzXML:4166###Urine_37_Top10_POS.mzXML:4693###Urine_64_Top10_POS.mzXML:4501###	 	G1,G2,	667.095333333	43.6754725828	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2093	2	0
2095	24	376.79	0	376.79	2.55816e+07	23	1	0	0	0	0	Urine_37_Top10_POS.mzXML:18###Urine_37_Top10_POS.mzXML:108###Urine_37_Top10_POS.mzXML:196###Urine_37_Top10_POS.mzXML:287###Urine_37_Top10_POS.mzXML:378###Urine_37_Top10_POS.mzXML:470###Urine_37_Top10_POS.mzXML:566###Urine_37_Top10_POS.mzXML:657###Urine_37_Top10_POS.mzXML:748###Urine_37_Top10_POS.mzXML:840###Urine_37_Top10_POS.mzXML:927###Urine_37_Top10_POS.mzXML:1017###Urine_37_Top10_POS.mzXML:1105###Urine_37_Top10_POS.mzXML:1192###Urine_37_Top10_POS.mzXML:8361###Urine_37_Top10_POS.mzXML:8451###Urine_37_Top10_POS.mzXML:8550###Urine_37_Top10_POS.mzXML:8646###Urine_37_Top10_POS.mzXML:8745###Urine_37_Top10_POS.mzXML:8834###Urine_37_Top10_POS.mzXML:8911###Urine_37_Top10_POS.mzXML:8987###Urine_37_Top10_POS.mzXML:9062###Urine_64_Top10_POS.mzXML:7933###	 	G1,G2,	628.602242917	635.118814774	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2095	2	1
2099	11	378.79	0	378.79	5.16738e+06	11	0	0	0	0	0	Urine_37_Top10_POS.mzXML:36###Urine_37_Top10_POS.mzXML:199###Urine_37_Top10_POS.mzXML:291###Urine_37_Top10_POS.mzXML:382###Urine_37_Top10_POS.mzXML:570###Urine_37_Top10_POS.mzXML:665###Urine_37_Top10_POS.mzXML:761###Urine_37_Top10_POS.mzXML:8378###Urine_37_Top10_POS.mzXML:8479###Urine_37_Top10_POS.mzXML:8807###Urine_37_Top10_POS.mzXML:9063###	 	G1,	539.914190909	651.031994298	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2099	1	1
2101	2	380.1	0	380.1	2.52212e+06	0	2	0	0	0	0	Urine_64_Top10_POS.mzXML:2698###Urine_64_Top10_POS.mzXML:2886###	 	G2,	454.55	18.1585021409	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2101	1	0
2104	7	380.884	0	380.884	3.57091e+06	3	4	0	0	0	0	Urine_37_Top10_POS.mzXML:8078###Urine_37_Top10_POS.mzXML:8084###Urine_37_Top10_POS.mzXML:8166###Urine_64_Top10_POS.mzXML:7560###Urine_64_Top10_POS.mzXML:7567###Urine_64_Top10_POS.mzXML:7646###Urine_64_Top10_POS.mzXML:7656###	 	G1,G2,	1256.06	8.06370675723	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2104	2	1
2106	2	383.091	0	383.091	3.18171e+06	0	2	0	0	0	0	Urine_64_Top10_POS.mzXML:2352###Urine_64_Top10_POS.mzXML:2467###	 	G2,	402.045	11.4664435637	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2106	1	1
2108	4	384.126	0	384.126	3.81915e+06	3	1	0	0	0	0	Urine_37_Top10_POS.mzXML:3889###Urine_37_Top10_POS.mzXML:3922###Urine_37_Top10_POS.mzXML:4147###Urine_64_Top10_POS.mzXML:3766###	 	G1,G2,	590.945	15.9331442597	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2108	2	0
2109	4	384.132	0	384.132	1.02677e+07	2	2	0	0	0	0	Urine_37_Top10_POS.mzXML:3186###Urine_37_Top10_POS.mzXML:3313###Urine_64_Top10_POS.mzXML:3000###Urine_64_Top10_POS.mzXML:3119###	 	G1,G2,	492.26025	9.56083090444	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2109	2	0
2111	2	384.278	0	384.278	2.29643e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1424###Urine_37_Top10_POS.mzXML:1432###	 	G1,	242.861	0.869741340859	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2111	1	1
2113	2	386.081	0	386.081	1.72418e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1400###Urine_37_Top10_POS.mzXML:1510###	 	G1,	246.723	11.4593724959	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2113	1	0
2115	2	386.238	0	386.238	2.78514e+06	2	0	0	0	0	0	Urine_37_Top10_POS.mzXML:1595###Urine_37_Top10_POS.mzXML:1709###	 	G1,	275.679	11.8765654968	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=0a4d1b0c25d14ce887c3aaa3587cf383&view=cluster_details&protein=2115	1	1
